phi,theta,gain_total,gain_total_db,gain_phi,gain_phi_db,gain_theta,gain_theta_db
0.0,165.0000000005361,-3.44183922165589,-3.44183922165589,0.08514084999999999,-10.6986201837703,0.3675649699999997,-4.34665884828406
0.0,168.00000000283765,-7.74147753106097,-7.74147753106097,0.07664896999999966,-11.1549367676945,0.0915611988999999,-10.3828852931941
0.0,170.99999999940965,-7.12598514657262,-7.12598514657262,0.09721300000000033,-10.1227565430471,0.09660829250000025,-10.1498559374577
0.0,174.00000000171124,-2.53293265804508,-2.53293265804508,0.11643070416400012,-9.33932475952546,0.44166249999999974,-3.54909473583916
0.0,176.99999999828322,-1.6438367010843,-1.6438367010843,0.0812913509000008,-10.8995565927951,0.6035915600000002,-2.19256841578777
0.0,180.0000000005848,-14.1672751901906,-14.1672751901906,0.03230019090000034,-14.9079491090197,0.006006309799999964,-22.213922710447
3.000000000009747,-180.0000000005848,-14.1670375883579,-14.1670375883579,0.03285286210000037,-14.8342678926733,0.005455734400000059,-22.6314678047439
3.000000000009747,-176.99999999828322,-2.18976135931554,-2.18976135931554,0.06331560999999933,-11.9848920465728,0.5406662066905596,-2.67070774323878
3.000000000009747,-174.00000000171124,-4.41481204825653,-4.41481204825653,0.12220808000000007,-9.12900079008308,0.23963376999999977,-6.20451979725108
3.000000000009747,-170.99999999940965,-6.83484986240045,-6.83484986240045,0.09824911999999954,-10.0767133083402,0.10901065089999995,-9.62531067186751
3.000000000009747,-168.00000000283765,-6.47798257545068,-6.47798257545068,0.05728946000000043,-12.4192527131166,0.16772050000000013,-7.75413851569463
3.000000000009747,-165.0000000005361,-2.55954917175251,-2.55954917175251,0.05289140000000058,-12.7661493734426,0.5017918899999998,-2.99476362066268
3.000000000009747,-161.9999999982345,-2.50758304385202,-2.50758304385202,0.05468645000000052,-12.6212026816771,0.50667385,-2.95271509551376
3.000000000009747,-159.0000000016625,-3.6768215097709,-3.6768215097709,0.033217348899999936,-14.7863503184986,0.39564492999999984,-4.02694395176283
3.000000000009747,-155.99999999936094,-3.91235991085567,-3.91235991085567,0.013496452099999999,-18.6978038231233,0.3927260800000003,-4.05910257313742
3.000000000009747,-153.0000000027889,-1.95168162912992,-1.95168162912992,0.011568622400000023,-19.3671835407322,0.6264477700000006,-2.03115132405454
3.000000000009747,-150.00000000048735,-1.69878789893055,-1.69878789893055,0.01660960417599984,-17.7964071711076,0.6596620900000006,-1.80678473592559
3.000000000009747,-146.99999999818576,-3.57842035115401,-3.57842035115401,0.015902052499999916,-17.9854681706979,0.42278817999999957,-3.7387716287959
3.000000000009747,-144.00000000161376,-5.33521081982696,-5.33521081982696,0.012710176399999955,-18.9584842198612,0.2800276999999998,-5.52799006650157
3.000000000009747,-140.9999999993122,-4.88972849268164,-4.88972849268164,0.012488854681000005,-19.0347738776909,0.3118710400000001,-5.06024951476036
3.000000000009747,-138.00000000274017,-5.55301425067973,-5.55301425067973,0.009177911299999906,-20.3725614386371,0.26924089999999995,-5.69858966383081
3.000000000009747,-135.0000000004386,-7.16743402719853,-7.16743402719853,0.0014301907249999889,-28.4460604275046,0.1905500789,-7.19990867065902
3.000000000009747,-131.99999999813704,-6.86956054974803,-6.86956054974803,0.0008291927240000045,-30.8134451740851,0.20478067090000004,-6.88711038504967
3.000000000009747,-129.00000000156504,-4.82438516518782,-4.82438516518782,0.006743046500000012,-21.7114384542142,0.32253401959999994,-4.91424470965612
3.000000000009747,-125.99999999926347,-4.58319751277677,-4.58319751277677,0.013367974500000079,-18.7393439154972,0.33471297000000033,-4.75327458570533
3.000000000009747,-123.00000000269145,-5.86443223064295,-5.86443223064295,0.013507114399999959,-18.6943742181524,0.2456462056,-6.09689939852828
3.000000000009747,-120.00000000038987,-5.75211573814043,-5.75211573814043,0.018311562399999856,-17.3727459874855,0.24763135348100018,-6.06194368611028
3.000000000009747,-116.99999999808831,-4.63513725366181,-4.63513725366181,0.03106290489999981,-15.0775793292655,0.3128799363999999,-5.04622285336199
3.000000000009747,-114.0000000015163,-5.23716781588592,-5.23716781588592,0.0219589136000002,-16.5838915006877,0.2774627495999999,-5.56795314267699
3.000000000009747,-110.99999999921471,-5.86934741442409,-5.86934741442409,0.010307132200000006,-19.8686215362681,0.24855305360000027,-6.04580896964798
3.000000000009747,-108.00000000264272,-4.95528910775376,-4.95528910775376,0.0036326032000000242,-24.3978203881827,0.31586756360000023,-5.00494969450348
3.000000000009747,-105.00000000034115,-4.58745654322395,-4.58745654322395,0.012676609599999859,-18.9699688437994,0.33506314689999983,-4.74873336945771
3.000000000009747,-101.99999999803956,-6.47450066714135,-6.47450066714135,0.014796301600000011,-18.2984682483699,0.21039413000000007,-6.76966381173105
3.000000000009747,-99.00000000146755,-8.18035209276499,-8.18035209276499,0.007560414899999975,-21.2145437065802,0.14448201113600007,-8.40186221770407
3.000000000009747,-95.99999999916598,-6.67098556140187,-6.67098556140187,0.0009122721999999998,-30.3987555934705,0.2143170528999999,-6.68943271395311
3.000000000009747,-93.00000000259399,-6.00722024569474,-6.00722024569474,0.017577769600000067,-17.5503623232622,0.2331936135999998,-6.32283347636259
3.000000000009747,-90.0000000002924,-7.55612152923436,-7.55612152923436,0.027391698099999844,-15.6238104359124,0.14815305249999997,-8.29289396021602
3.000000000009747,-86.99999999799083,-8.72156061261784,-8.72156061261784,0.026634816099999948,-15.7455029745362,0.10759343718400007,-9.68214218276494
3.000000000009747,-84.00000000141883,-8.0687842445701,-8.0687842445701,0.012236946099999996,-19.1232695289322,0.14376196810000005,-8.42355990370986
3.000000000009747,-80.99999999911725,-7.85509354179015,-7.85509354179015,0.0036639001999999874,-24.360563644746,0.16020277640000014,-7.95329961630363
3.000000000009747,-78.00000000254525,-8.37364931090647,-8.37364931090647,0.002908346899999971,-25.3635379321519,0.14251531249999996,-8.46138470553851
